Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions;;;;;;;;
Samsung,Galaxy Tab Active2,gtactive2lte,2798MB,Tablet,Samsung Exynos 7870,800x1280,213,armeabi-v7a;armeabi,25,3.2;;;;;;;
Samsung,Galaxy Tab Active2,gtactive2wifi,2922MB,Tablet,Samsung Exynos 7870,1280x800,213,armeabi-v7a;armeabi,25,3.2;;;;;;;
Samsung,Galaxy Tab Active2,gtactive2lteue,2798MB,Tablet,Samsung Exynos 7870,800x1280,213,armeabi-v7a;armeabi,25,3.2;;;;;;;
Samsung,Galaxy Tab Active2,gtactive2ltechn,2799MB,Tablet,Samsung Exynos 7870,800x1280,213,armeabi-v7a;armeabi,25,3.2;;;;;;;
Samsung,Galaxy Tab Active2,gtactive2ltekx,2798MB,Tablet,Samsung Exynos 7870,800x1280,213,armeabi-v7a;armeabi,25,3.2;;;;;;;
Samsung,Galaxy A7(2017),a7y17lteskt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Samsung,Galaxy A7(2017),a7y17lte,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Schok,freedom turbo,SFT5216,1860MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Seatel,T8,seatel_T8,2917MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi-v7a;armeabi,24,3.1;;;;;;;
SED Wireless,GPH-650R,SPH_650R,1886MB,Phone,Qualcomm MSM8926,1080x1920,480,armeabi-v7a;armeabi,23,3.0;;;;;;;
SFR,STARADDICT 4,staraddict4,846MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,A01SH,A01SH,,,NVidia Tegra 2,1024x600,160,armeabi-v7a;armeabi,13;15,2.0;;;;;;
Sharp,HC-16TT1,HCTT1,1024MB,Tablet,Rockchip RK3188,1366x768,160,armeabi-v7a;armeabi,19,2.0;;;;;;;
Sharp,AQUOS PHONE EX SH-02F,SH-02F,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,Z2,TSP,3765MB,Phone,Mediatek MT6797,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Sharp,AQUOS SERIE mini SHV38,GTQ,2905-2906MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,24;26,3.2;;;;;;
Sharp,AQUOS PHONE Xx 206SH,SBM206SH,1799MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,Disney Mobile on docomo SH-02G,SH-02G,1826MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,z3,VN3N,3589MB,Phone,Qualcomm MSM8976,2560x1440,560,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Sharp,AQUOS CRYSTAL X,SG402SH,1826MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,S3,rome_sprout,2865-2871MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;27,3.2;;;;;
Sharp,AQUOS L SHV37,FSP_u,1897MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23,3.1;;;;;;;
Sharp,AQUOS PAD SHT21,SHT21,794MB,Tablet,Qualcomm MSM8960,800x1280,213,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sharp,AQUOS PHONE sv SH-10D,SH10D,789MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sharp,AQUOS ea,SG606SH,1890MB,Phone,Qualcomm MSM8952,720x1280,320,armeabi-v7a;armeabi,24,3.2;;;;;;;
Sharp,AQUOS PAD  SHT22,SHT22,1820MB,Tablet,Qualcomm MSM8974,1200x1920,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS sense SH-01K,SH-01K,2876-2877MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,AQUOS M1,MS1,2917MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Sharp,AQUOS Xx,SG404SH,2814MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.1;;;;;;
Sharp,AQUOS ZETA SH-01H,SH-01H,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;;
Sharp,SHARP AQUOS S3,HH1,3727MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,SHARP AQUOS S3,SD1,5719MB,Phone,Qualcomm SDM660,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS SERIE SHV34,SHV34,2721-2724MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Sharp,Android One S1,kaleido_sprout,1825-1835MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;25;26;27,3.2;;;
Sharp,AQUOS PHONE  SERIE mini SHL24,SHL24,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,SHARP AQUOS S2,SS2,3725-3728MB,Phone,Qualcomm SDM630,1080x2040,420;480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Sharp,SHARP AQUOS S2,SH-Z01,3727MB,Phone,Qualcomm SDM630,1080x2040,420,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Sharp,AQUOS PHONE SH-01D,SH01D,,Phone,TI OMAP4430,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Sharp,SHARP AQUOS D10,SH-D01,3726MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS SERIE mini SHV33,SHV33,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;;
Sharp,SH-M04,SH-M04,1898MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23,3.1;;;;;;;
Sharp,AQUOS PHONE SH-06D,SH06D,,Phone,TI OMAP4460,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Sharp,AQUOS PAD SH-05G,SH-05G,1819MB,Tablet,Qualcomm MSM8994,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,21,3.1;;;;;;
Sharp,AQUOS Xx 3,SG506SH,2736-2738MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Sharp,„É≠„Éú„Éõ„É≥,SR01MW,1855MB,Phone,Qualcomm MSM8926,1280x720,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Sharp,AQUOS SH-RM02,SH-RM02,1881MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Sharp,X4,vespa_sprout,2737MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Sharp,AQUOS PHONE SERIE SHL21,SHL21,794MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sharp,AQUOS R,SG605SH,3732-3734MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,AQUOS ZETA SH-01G,SH-01G,1820-1826MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Sharp,AQUOS sense plus (SH-M07),SH-M07,2743MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS PHONE ZETA SH-09D,SH09D,788MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sharp,AQUOS PHONE ZETA SH-02E,SH02E,1896MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sharp,SH-01F DRAGON QUEST,SH-01FDQ,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS SERIE mini SHV31,SHV31,1826MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,AQUOS PHONE SERIE ISW16SH,SHI16,,Phone,Qualcomm MSM8660A,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Sharp,AQUOS P1,P1X,2725MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Sharp,SHARP AQUOS V1mini,SG1,5726MB,Phone,Qualcomm SDM630,1080x2040,420,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Sharp,AQUOS PHONE si SH-07E,SH-07E,1889MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS Xx2,SG502SH,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.1;;;;;;
Sharp,X1,nasa_sprout,2846-2866MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;27,3.2;;;;
Sharp,AQUOS R compact SHV41,JWT,2738MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS sense basic,SG702SH,2877MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS R2,SG706SH,3674MB,Phone,Qualcomm SDM845,1440x3040,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS R SHV39,HUR,3732-3734MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,AQUOS EVER SH-02J,SH-02J,1891-1898MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;;
Sharp,AQUOS SH-M02,SH-M02,1881MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Sharp,507SH,eve_sprout,1886-1887MB,Phone,Qualcomm MSM8952,720x1280,320,armeabi-v7a;armeabi,23;24;25;26;27,3.0;3.Oca;3.ﬁub;
Sharp,AQUOS PHONE SoftBank 102SH,SBM102SH,,Phone,TI OMAP4430,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Sharp,AQUOS PHONE ZETA  SH-01F,SH-01F,1790-1823MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0;;;;;
Sharp,AQUOS PHONE EX SH-04E,SH04E,1887MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Sharp,AQUOS sense,KXU_u,2876-2877MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,Disney Mobile on docomo SH-05F,SH-05F,1823MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS PHONE ZETA SH-06E,SH-06E,1872MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS mini SH-M03,SH-M03,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Sharp,SHARP AQUOS S2 Plus,SAT,5718-5720MB,Phone,Qualcomm SDM660,1080x2040,420;480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;
Sharp,SoftBank AQUOS PHONE Xx 203SH,SBM203SH,1896MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Sharp,AQUOS SH-M02-EVA20,SH-M02-EVA20,1881MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Sharp,Media Tablet,EB-L76G-B,1794MB,Tablet,Qualcomm MSM8974,800x1280,213,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,Disney Mobile on docomo DM-01H,DM-01H,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.1;;;;;;
Sharp,AQUOS U SHV37,FSP,1891-1897MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;;
Sharp,AQUOS PHONE SoftBank  102SH II,SBM102SH2,,Phone,TI OMAP4430,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Sharp,AQUOS R SH-03J,SH-03J,3732-3734MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,AQUOS Compact SH-02H,SH-02H,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.ﬁub;;;
Sharp,EB-A71GJ,EB-A71GJ,,,nVIDIA Tegra 2,1024x600,160,armeabi-v7a;armeabi,13;15,2.0;;;;;;
Sharp,AQUOS sense SHV40,KXU,2876-2877MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,SH-06D NERV,SH06DNERV,,Phone,TI OMAP4460,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Sharp,AQUOS ZETA SH-04H,SH-04H,2736-2738MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Sharp,AQUOS PHONE Xx mini 303SH,SBM303SH,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS Xx2 mini,SG503SH,2809MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.1;;;;;;
Sharp,AQUOS ZETA SH-04F,SH-04F,1795-1820MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Sharp,AQUOS SERIE SHV32,SHV32,2803-2814MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.ﬁub;;;
Sharp,AQUOS PHONE  SERIE SHL23,SHL23,1823MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS PHONE Xx 302SH,SBM302SH,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,„Ç∑„É≥„Éó„É´„Çπ„Éû„ÉõÔºì,SG509SH,1892MB,Phone,Qualcomm MSM8952,720x1280,320,armeabi-v7a;armeabi,23,3.1;;;;;;;
Sharp,A1,TSL,3765MB,Phone,Mediatek MT6797,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Sharp,AQUOS Xx 304SH,SG304SH,1796MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,AQUOS PHONE  SERIE SHL22,SHL22,1889MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS PAD SH-06F,SH-06F,1794MB,Tablet,Qualcomm MSM8974AB,1200x1920,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,DM016SH,DM016SH,1822MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS U SHV35,SHV35,1871-1890MB,Phone,Qualcomm MSM8952,720x1280,320,armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;;
Sharp,AQUOS ZETA SH-03G,SH-03G,2803-2814MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.ﬁub;;;
Sharp,AQUOS CRYSTAL 2,SG403SH,1881MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Sharp,Star Wars mobile,SW001SH,2736MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Sharp,AQUOS SERIE SHL25,SHL25,1796-1820MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Sharp,AQUOS PAD SH-08E,SH-08E,1794MB,Tablet,Qualcomm APQ8064,1200x1920,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,AQUOS SH-M01,SH-M01,1791MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sharp,AQUOS R2 SH-03K,SH-03K,3674MB,Phone,Qualcomm SDM845,1440x3040,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,BASIO2 SHV36,SHV36,1892MB,Phone,Qualcomm MSM8952,720x1280,320,armeabi-v7a;armeabi,23,3.1;;;;;;;
Sharp,AQUOS R compact 701SH,SG701SH,2738MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS Xx3 mini,SG603SH,2905-2906MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,24;26,3.2;;;;;;
Sharp,AQUOS R2 SHV42,LYV,3674MB,Phone,Qualcomm SDM845,1440x3040,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS R compact SH-M06,SH-M06,2738MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Sharp,AQUOS sense lite (SH-M05),SH-M05,2876-2877MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
Sharp,AQUOS PHONE SH90B,SH90B,1872MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17,2.0;;;;;;;
Sharp,Disney Mobile on docomo DM-01J,DM-01J,1898MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23,3.1;;;;;;;
Sharp,AQUOS L2,SH-L02,1897MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,24,3.2;;;;;;;
Sharp,AQUOS EVER SH-04G,SH-04G,1881MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0;;;;;;;
Shelby,ZA555,ZA555,1942MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1;;;;;;;
Sico,Nile X,Nile_X,3832MB,Phone,Mediatek MT6750T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Silent Circle,Blackphone 2,BP2,2926-2928MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.Oca;;;;;
Singtech,Q7,Q7,2843MB,Phone,Mediatek MT6737T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Sirin,LABS SOLARIN,solarin,3698MB,Phone,Qualcomm MSM8994,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1;;;;;
SK Telesys,ITP-E410W,willow,730MB,,Samsung Exynos 4412,1280x752,160,armeabi-v7a;armeabi,16,2.0;;;;;;;
Smartfren,G36C1G,HS8916QC,1024MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,21;22,3.0;;;;;;
Smartron,tphone,rimo01a,3735MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Smartron,Srtphone,rimo02a,3609MB,Phone,Qualcomm MSM8976,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Smartron,tphone P,P840F12,2823MB,Phone,Qualcomm MSM8940,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Sonimtech,XP8,XP8800,3747MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Sony,Xperia Z5 Premium Dual,E6833,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;24;25,3.1;3.ﬁub;;;
Sony,Xperia T2 Ultra,D5303,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0;;;;
Sony,Xperia T2 Ultra,D5316,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0;;;;
Sony,Xperia T2 Ultra,D5306,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0;;;;
Sony,Xperia T2 Ultra,D5316N,829MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sony,Xperia T2 Ultra dual,D5322,864-890MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0;;;;
Sony,Xperia Z5 dual,E6683,2792-2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.ﬁub;;
Sony,Xperia Z5 dual,E6633,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.ﬁub;;
Sony,Xperia Tablet S,txs03,974MB,Tablet,NVidia Tegra 3,1280x800,160,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Sony,Xperia SP,C5303,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0;;;;;
Sony,Xperia SP,M35h,839MB,Phone,Qualcomm MSM8230AB,720x1080,320,armeabi-v7a;armeabi,18,3.0;;;;;;;
Sony,Xperia SP,M35t,764MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Sony,Xperia SP,C5302,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0;;;;;
Sony,Xperia SP,C5306,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0;;;;;
Sony,Xperia ZL,C6506,1795-1839MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0;
Sony,Xperia ZL,C6503,1795MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18;19;21;22,3.0;;;;
Sony,Xperia ZL,C6502,1795-1839MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0;
Sony,Xperia ZL,L35h,1796-1839MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;18,2.0;3.0;;;;;
Sony,Xperia T,LT30p,847MB,Phone,Qualcomm MSM8260A,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0;3.0;;;;
Sony,Xperia T,LT30a,847MB,Phone,Qualcomm MSM8260A,720x1280,320,armeabi-v7a;armeabi,18,3.0;;;;;;;
Sony,Xperia A2,SO-04F,1703MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
Sony,Xperia Z2a,D6563,2778-2789MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia X Performance,SOV33,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Sony,Xperia X Performance,F8132,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.ﬁub;;
Sony,Xperia X Performance,SO-04H,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920;1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;
Sony,Xperia X Performance,F8131,2756-2773MB,Phone,Qualcomm MSM8996,1080x1920;1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.ﬁub;
Sony,Xperia X Performance,502SO,2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;;
Sony,Xperia S,LT26i,686MB,Phone,Qualcomm MSM8260,720x1280,320,armeabi-v7a;armeabi,10;15;16,2.0;;;;;
Sony,Xperia Z3 Compact,D5833,1732-1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia Z3 Compact,aries,1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Sony,Xperia Z3 Compact,SO-02G,1732-1774MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Sony,Xperia Z3 Compact,D5803,1762-1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia Z3,leo,2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,23,3.0;;;;;;;
Sony,Xperia Z3,D6616,2748-2779MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Sony,Xperia Z3,SOL26,2748-2787MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Sony,Xperia Z3,D6643,2748-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia Z3,D6653,2778-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia Z3,D6603,2778-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
Sony,Xperia Z3,SO-01G,2748-2787MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
